score;segment;navn;orgnr;orgform;kanal;epost;telefon;hjemmeside;adresse;postnr;poststed;kommune;ansatte;naeringskode;registrert;formaal;score_grunnlag
10;eiendom;EN-TAKST AS;932901145;AS;e-post/telefon;;;;Søndre Husebytun 16A;7097;SAUPSTAD;TRONDHEIM;0;68.320 Eiendomsforvaltning på oppdrag;2024-01-26;Hovedsakelig taksering av boenheter.;AS (e-post lovlig)
10;eiendom;ENGESETH BYGG OG TAKST;935240352;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Øvergjøvik 413;2881;AUST-TORPA;NORDRE LAND;;71.129 Annen teknisk konsulentvirksomhet;2025-03-25;Ingeniørtjenester. Kjøttproduksjon på storfe. Tømrer, oppføring og vedlikehold av bygninger.;eiendom i formål
10;eiendom;ESSENTIA TAKST V/ERIK RUI;933212963;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Gjekstadveien 85;3218;SANDEFJORD;SANDEFJORD;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2024-03-22;Takstoppdrag-reklamasjonsaker. Byggrådgivning. Mindre tømmer-/snekkerarbeider.;eiendom i formål
10;eiendom;FARES RØR OG TAKST;929931696;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Båtsleppa 9;1410;KOLBOTN;NORDRE FOLLO;;43.221 Rørleggerarbeid;2022-09-27;Drive med rørleggertjenester, alt fra nybygg, rehabilitering, service og tilstandsvurdering av våtrom og bad med min bakgrunn som takstmann.;eiendom i formål
10;eiendom;FAST TAKST AS;931840665;AS;e-post/telefon;;;;Einerveien 2;8517;NARVIK;NARVIK;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2023-08-07;Takseringsvirksomhet for private og offentlige kunder.;AS (e-post lovlig)
10;eiendom;FØRDE TAKSTKONTOR AS;993510572;AS;e-post/telefon;;;;c/o Bjarte Roska, Klovene 9;6809;FØRDE;SUNNFJORD;0;68.320 Eiendomsforvaltning på oppdrag;2009-01-10;Takseringsvirksomhet.;AS (e-post lovlig)
10;eiendom;GARNES TAKST AS;938057141;AS;e-post/telefon;;;;c/o Jørn Garnes, Bakkestjerneveien 18;8515;NARVIK;NARVIK;;68.320 Eiendomsforvaltning på oppdrag;2026-07-07;Takseringsvirksomhet for private og offentlige kunder.;AS (e-post lovlig)
10;eiendom;GJØVIK TAKST AS;929706277;AS;e-post/telefon;;;;Bondelivegen 20;2816;GJØVIK;GJØVIK;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2022-08-25;Takseringstjenester.;AS (e-post lovlig)
10;eiendom;GRETTE TAKST & BYGG;937625472;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Ramnesveien 124;3171;SEM;TØNSBERG;;71.129 Annen teknisk konsulentvirksomhet;2026-04-27;Ingeniørtjenester.;eiendom i formål
10;eiendom;GRØNSETH TAKSERING;930641111;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;901 06 929;;Sagstadvegen 105D;5919;FREKHAUG;ALVER;;68.320 Eiendomsforvaltning på oppdrag;2023-01-12;Verditakst. Tilstandsrapport, eller tilstandsanalyse for eneboliger, leiligheter og fritidsboliger. Bistand ved visning, forhåndsbefaring/ferdigbefaring og overtakelsesforretning av eneboliger, leiligheter og fritidsboliger.;eiendom i formål
10;eiendom;HALBJØRHUS ELEKTRO OG TAKST AS;934310071;AS;e-post/telefon;;;;Skadvinvegen 6;3560;HEMSEDAL;HEMSEDAL;0;71.129 Annen teknisk konsulentvirksomhet;2024-10-21;Ingeniørtjenester.;AS (e-post lovlig)
10;eiendom;HALLINGDAL TAKSTKONTOR Gunnar Skredderberget;946913715;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Sentrumsvegen 41;3550;GOL;GOL;;71.121 Byggeteknisk konsulentvirksomhet;1995-02-19;Bygg-konsulent/Takst forretning.;eiendom i formål
10;eiendom;HAMMER TAKST AS;930741353;AS;e-post/telefon;;;;c/o Eivind Hammer, Riperbakken 8A;3517;HØNEFOSS;RINGERIKE;0;68.320 Eiendomsforvaltning på oppdrag;2023-01-30;Selge tjenester og varer innen taksering - og annet som naturlig sammenfaller med dette - samt deltakelse i andre selskaper, investeringer og nærliggende virksomhet.;AS (e-post lovlig)
10;eiendom;HAUKI TAKST & EIENDOM;936640702;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Vardeveien 15B;1413;TÅRNÅSEN;NORDRE FOLLO;;68.320 Eiendomsforvaltning på oppdrag;2025-12-01;Eiendomsforvaltning på vegne av andre.;eiendom i formål
10;eiendom;HEDMARK TAKST OG BYGGVURDERING Terje Lundgrenn;970335315;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;62 82 63 72;;Brøderudvegen 1;2216;ROVERUD;KONGSVINGER;;68.320 Eiendomsforvaltning på oppdrag;1995-02-20;Eiendomstaksering, tømring.;eiendom i formål
10;eiendom;HEIDER TAKST AS;934294610;AS;e-post/telefon;;;;c/o Andreas Hurum, Magnus Berrføtts gate 7;5523;HAUGESUND;HAUGESUND;0;68.320 Eiendomsforvaltning på oppdrag;2024-10-17;Takst- og konsulentvirksomhet, samt annen virksomhet som står i naturlig tilknytning til dette.;AS (e-post lovlig)
10;eiendom;HJELMELAND TAKST;936905838;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Hjortevegen 17;5236;RÅDAL;BERGEN;;68.320 Eiendomsforvaltning på oppdrag;2026-01-05;Taksering av bolig.;eiendom i formål
10;eiendom;HOBERG TAKST;931102923;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Maihaugen 69;2312;OTTESTAD;STANGE;;68.320 Eiendomsforvaltning på oppdrag;2023-03-24;Taksering av boliger, rådgivning og kalkulasjon.;eiendom i formål
10;eiendom;HÅLOGALAND TAKST IDAR SKOGLUND;922789363;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;c/o Idar Skoglund, St Olavs gate 12A;9405;HARSTAD;HARSTAD;;68.320 Eiendomsforvaltning på oppdrag;2019-05-22;Takseringsbransjen, bygg og anlegg.;eiendom i formål
10;eiendom;IVAR MÆLAND TAKSTMANN/BYGNINGSINGENIØR;979137249;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;51 48 72 07;;Granvegen 5;4355;KVERNALAND;TIME;;71.121 Byggeteknisk konsulentvirksomhet;1997-08-14;Taksering av eiendommer. Noe handelsvirksomhet(elektroniske Produkter/artikler).;eiendom i formål
10;eiendom;JOHANNESSEN TAKST OG EIENDOM;927493497;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;c/o Christian Klock Johannessen, Løkkebergveien 5C;1640;RÅDE;RÅDE;;71.121 Byggeteknisk konsulentvirksomhet;2021-08-02;Takst, byggetekniske konsulenttjenester og mindre byggeoppdrag.;eiendom i formål
10;eiendom;JSN TAKST OG VVS AS;926432648;AS;e-post/telefon;;;;Bjørnsrudskogen 8F;2072;DAL;EIDSVOLL;0;43.221 Rørleggerarbeid;2021-01-21;VVS-arbeid.;AS (e-post lovlig)
10;eiendom;KARLSEN BYGG & TAKSERING;937199295;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Villa Tindlund 16;1718;GREÅKER;SARPSBORG;;41.000 Oppføring av bygninger;2026-02-19;Tømrer, oppføring og vedlikehold av bygninger.;eiendom i formål
10;eiendom;KJOSÅS TAKST OG EIENDOM;936764754;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Havstadlia 8;4842;ARENDAL;ARENDAL;;41.000 Oppføring av bygninger;2025-12-12;Tømrer, oppføring og vedlikehold av bygninger.;eiendom i formål
10;eiendom;KNUDSEN TAKST;928777278;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Gangdalslia 4;4618;KRISTIANSAND S;KRISTIANSAND;;68.320 Eiendomsforvaltning på oppdrag;2022-02-19;Takstmann for bygg og anlegg.;eiendom i formål
10;eiendom;KRISTOFFERSEN TAKST AS;831325062;AS;e-post/telefon;;;;Skrenten 4;5104;EIDSVÅG I ÅSANE;BERGEN;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2023-05-03;Takseringsvirksomhet.;AS (e-post lovlig)
10;eiendom;KÅSIN TAKST OG PROSJEKTKONSULENT;936629857;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Lovisenberggata 15G;0456;OSLO;OSLO;;68.110 Kjøp og salg av egen fast eiendom;2025-11-21;Kjøp og salg av egen fast eiendom.;eiendom i formål
10;eiendom;LANDRO TAKST AS;933011445;AS;e-post/telefon;;;;Øyatangen 2;5353;STRAUME;ØYGARDEN;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2024-02-14;Takseringsvirksomhet.;AS (e-post lovlig)
10;eiendom;LERHEIM TAKST AS;932956667;AS;e-post/telefon;;;;Øyragrendi 269;6858;FARDAL;SOGNDAL;;68.320 Eiendomsforvaltning på oppdrag;2024-02-06;Taksering.;AS (e-post lovlig)
10;eiendom;LOFOTEN TAKST AS;821696232;AS;e-post/telefon;;;;Ørnveien 71;8300;SVOLVÆR;VÅGAN;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2018-11-09;Takseringstjenester, entreprenør-/konsulentvirksomhet, kjøp og salg av teknisk utstyr og andre produkter-/tjenester som naturlig hører sammen med dette, herunder å delta i andre selskap med lignende virksomhet, og kjøp og salg av aksjer eller på annen måte gjøre seg interessert i andre foretak.;AS (e-post lovlig)
10;eiendom;LUNDEN TAKST AS;936930964;AS;e-post/telefon;;;;Lunden 2B;0598;OSLO;OSLO;;71.121 Byggeteknisk konsulentvirksomhet;2026-01-08;All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted. Taksering av bygninger og bygningsrådgivning.;AS (e-post lovlig)
10;eiendom;LYNGMO EIENDOM OG TAKST;933298434;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Trimvegen 5;7560;VIKHAMMER;MALVIK;;41.000 Oppføring av bygninger;2024-04-13;Tømrer, oppføring og vedlikehold av bygninger. Bygningssakkyndig, tilstandsanalyse av bolig. Takstmann, verdisetting og vurdering av eiendom.;eiendom i formål
10;eiendom;M-TAKST AS;928801497;AS;e-post/telefon;;;;Bjørnveien 13B;0774;OSLO;OSLO;0;71.121 Byggeteknisk konsulentvirksomhet;2022-02-24;Bygningsteknisk konsulent.;AS (e-post lovlig)
10;eiendom;M2-TAKST ING. JØRN GARNES;974988976;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Bakkestjerneveien 18;8515;NARVIK;NARVIK;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;1995-09-07;Takseringsvirksomhet innenfor bygg og anlegg. Virksomheten vil også drive med konsulentvirksomhet og prosjektbistand innenfor bygg og anlegg.;eiendom i formål
10;eiendom;MB BYGG & TAKST BJERKGÅRD;914504244;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Vålegaten 5A;3112;TØNSBERG;TØNSBERG;;41.000 Oppføring av bygninger;2014-12-03;Oppføring av bygninger, snekring og det som faller naturlig inn under dette.;eiendom i formål
10;eiendom;METRON TAKST & ENERGI AS;937385978;AS;e-post/telefon;;;;Bedriftsvegen 52;3735;SKIEN;SKIEN;0;71.121 Byggeteknisk konsulentvirksomhet;2026-03-19;Ingeniørtjenester.;AS (e-post lovlig)
10;eiendom;MOEN TAKST AS;920243304;AS;e-post/telefon;;;;Fagerliveien 2;1820;SPYDEBERG;INDRE ØSTFOLD;0;68.320 Eiendomsforvaltning på oppdrag;2018-01-16;Taksering og rådgivning.;AS (e-post lovlig)
10;eiendom;MTK & TAKST AS;929286324;AS;e-post/telefon;;;;Radøyvegen 448;5938;SÆBØVÅGEN;ALVER;;43.910 Murerarbeid;2022-06-01;Selge tjenester og varer innen Murerbransjen/håndtverksbransjen - og annet som naturlig sammenfaller med dette - samt deltakelse i andre selskaper, investeringer og nærliggende virksomhet.;AS (e-post lovlig)
10;eiendom;MØLLER TAKST;931338668;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Sagmesterveien 2;1672;KRÅKERØY;FREDRIKSTAD;;68.320 Eiendomsforvaltning på oppdrag;2023-05-04;Taksering av eiendom. Verditaksering, tilstandsrapporter.;eiendom i formål
10;eiendom;NIDAROS TAKST & EIENDOM GELLEIN;937415761;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Saxeborgvegen 8;7562;SAKSVIK;MALVIK;;68.320 Eiendomsforvaltning på oppdrag;2026-03-24;Eiendomsforvaltning på vegne av andre.;eiendom i formål
10;eiendom;NIELSEN TAKST;936370810;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Åsenhagen 49F;2020;SKEDSMOKORSET;LILLESTRØM;;68.320 Eiendomsforvaltning på oppdrag;2025-10-13;Eiendomsforvaltning på vegne av andre.;eiendom i formål
10;eiendom;NORDHEIM TAKST & UAVHENGIG KONTROLL AS;931715097;AS;e-post/telefon;;;;Leira 24;8665;MOSJØEN;VEFSN;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2023-07-12;Takseringsvirksomhet og ansvarlig søker. Rørleggervirksomhet.;AS (e-post lovlig)
10;eiendom;NORSK TAKST OG BYGG SEMCESEN;929868943;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Sigurd A. Danielsens vei 1C;1160;OSLO;OSLO;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2022-09-19;Alt innen takstoppdrag, bygg og anlegg, sjøarbeid og arbeidsdykking.;eiendom i formål
10;eiendom;NYGÅRD TAKST & EIENDOM;936642632;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Gamle Rustadvei 113;1389;HEGGEDAL;ASKER;;71.129 Annen teknisk konsulentvirksomhet;2025-11-24;Ingeniørtjenester.;eiendom i formål
10;eiendom;NYMO TAKST OG BYGGEKONTROLL;999520812;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;75 75 49 55;;Halsosveien 71;8178;HALSA;MELØY;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2013-01-12;Takseringstjeneste. Uavhengig byggekontroll. Konsulenttjeneste bygg. Bygg håndtverk.;eiendom i formål
10;eiendom;NÆSS BYGG & TAKSERING;937453922;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Horgsletta 4;7055;RANHEIM;TRONDHEIM;;71.121 Byggeteknisk konsulentvirksomhet;2026-03-30;Ingeniør- og prosjektledertjenester innen byggeprosjekter.;eiendom i formål
10;eiendom;OFOTEN TAKST AS;957701752;AS;e-post/telefon;;76 94 66 13;;Tore Hunds gate 7;8514;NARVIK;NARVIK;0;71.121 Byggeteknisk konsulentvirksomhet;1995-02-19;Takstforretning og ingeniørfirma.;AS (e-post lovlig)
10;eiendom;OFOTEN TAKSTFORRETNING HOLDING AS;925334650;AS;e-post/telefon;;;;Tore Hunds gate 7;8514;NARVIK;NARVIK;;71.121 Byggeteknisk konsulentvirksomhet;2020-07-13;Holdingselskap.;AS (e-post lovlig)
10;eiendom;OLSEN TAKST OG BYGG;935334519;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Sildreveien 33;3123;TØNSBERG;TØNSBERG;;71.121 Byggeteknisk konsulentvirksomhet;2025-04-07;Ingeniør- og prosjektledertjenester innen byggeprosjekter.;eiendom i formål
10;eiendom;OMLIE TAKST OG KONSULT AS;921630131;AS;e-post/telefon;;;;Tonstadveien 8;4440;TONSTAD;SIRDAL;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2018-11-19;Taksering og konsulenttjenester.;AS (e-post lovlig)
10;eiendom;ONSRUD TAKSERING AS;926808303;AS;e-post/telefon;;;;Peer Gynts vei 16;3160;STOKKE;SANDEFJORD;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2021-03-17;Taksering, termografering og tetthetskontroll.  ;AS (e-post lovlig)
10;eiendom;ORKLAND TAKST LEIV GARBERG;923999043;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Kari Gravroks gate 8;7300;ORKANGER;ORKLAND;;68.320 Eiendomsforvaltning på oppdrag;2019-12-03;Taksering av eneboliger, leiligheter og rekkehus. Boligsalgsrapporter og tilstandsrapporter. Entreprenør- og byggmestervirksomhet og hva dermed står i forbindelse. Selskapet kan også investere i andre selskap som selskapets styre finner det hensiktsmessig å gå inn i.;eiendom i formål
10;eiendom;OSLO OG AKERSHUS TAKST STRØM;933733963;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Brånåshagen 39;2019;SKEDSMOKORSET;LILLESTRØM;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2024-07-03;Takst av boliger.;eiendom i formål
10;eiendom;PETTERSEN TAKST & EIENDOM;936756689;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Amtmannsveien 8;1511;MOSS;MOSS;;68.320 Eiendomsforvaltning på oppdrag;2025-12-15;Eiendomsforvaltning på oppdrag.;eiendom i formål
10;eiendom;PRO-TAKST OSLO, FOSBERG;925651044;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Gamleveien 702;1487;HAKADAL;NITTEDAL;;68.320 Eiendomsforvaltning på oppdrag;2020-09-16;Takseringstjenester for boligmarkedet.;eiendom i formål
10;eiendom;PÅL LUTRO - BYGGMESTER & TAKSTMANN;924369388;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Brochs gate 18;1607;FREDRIKSTAD;FREDRIKSTAD;;68.320 Eiendomsforvaltning på oppdrag;2020-01-08;Taksering av boliger. Tømrerarbeider.;eiendom i formål
10;eiendom;RAMSTAD TAKST;920339220;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Bakåslia 11;1900;FETSUND;LILLESTRØM;;68.320 Eiendomsforvaltning på oppdrag;2018-01-30;Taksering av boliger, tømrertjenester, samt konsulenttjenester innenfor samme fagområder.;eiendom i formål
10;eiendom;RANA TAKSERING AS;998454115;AS;e-post/telefon;;;;c/o Rana Noman Tariq, Frydenbergveien 36B;1415;OPPEGÅRD;NORDRE FOLLO;0;68.320 Eiendomsforvaltning på oppdrag;2012-06-05;Takstmann.;AS (e-post lovlig)
10;eiendom;RANNEKLEIV TAKST;929418743;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Sildekroken 26;4083;HUNDVÅG;STAVANGER;;71.121 Byggeteknisk konsulentvirksomhet;2022-06-25;Bygningstjenester, tekniske konsulent tjenester. Takst/verdi av eiendommer.;eiendom i formål
10;eiendom;ROGALAND TAKSTPARTNER AS;935023998;AS;e-post/telefon;;;;Neptunveien 13A;4026;STAVANGER;STAVANGER;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2025-02-11;Takseringsvirksomhet.;AS (e-post lovlig)
10;eiendom;ROMERIKE TAKST, KJETIL JAHR;988795917;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;92 05 36 41;;Jahrenveien 22;1900;FETSUND;LILLESTRØM;;71.121 Byggeteknisk konsulentvirksomhet;2005-10-20;Tegne og beregne byggtekniske konstruksjoner.  ;eiendom i formål
10;eiendom;RR TAKSERING AS;932830825;AS;e-post/telefon;;;;Seimsvegen 235;5260;INDRE ARNA;BERGEN;;68.320 Eiendomsforvaltning på oppdrag;2024-01-16;Takst av bygninger.;AS (e-post lovlig)
10;eiendom;RYGG TAKST OG EIENDOM;836633202;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Hallagerbakken 96F;1256;OSLO;OSLO;;71.129 Annen teknisk konsulentvirksomhet;2025-11-21;Ingeniørtjenester.;eiendom i formål
10;eiendom;SB TAKST & PROSJEKT AS;936073085;AS;e-post/telefon;;;;Hammerdalen 7;1597;MOSS;MOSS;0;70.200 Bedriftsrådgivning og annen administrativ rådgivning;2025-09-02;Bedriftsrådgivning, administrativt.;AS (e-post lovlig)
10;eiendom;SENTRUM TAKST HOLDING AS;937180829;AS;e-post/telefon;;;;Vardeveien 15B;1413;TÅRNÅSEN;NORDRE FOLLO;;00.000 Uoppgitt;2026-02-17;Holdingselskap.;AS (e-post lovlig)
10;eiendom;SIGMA TAKST AS;935322103;AS;e-post/telefon;;;;Fredheimvegen 16;4275;SÆVELANDSVIK;KARMØY;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2025-04-03;Takseringstjenester.;AS (e-post lovlig)
10;eiendom;SIMONSEN BYGG, INGENIØR OG TAKST TJENESTER;936429203;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Soløyveien 100;9357;TENNEVOLL;LAVANGEN;;71.121 Byggeteknisk konsulentvirksomhet;2025-10-22;Ingeniør- og prosjektledertjenester innen byggeprosjekter. Tømrer, oppføring og vedlikehold av bygninger.;eiendom i formål
10;eiendom;SKEISTRAND TAKST & TEIKNE TENESTER AS;931144170;AS;e-post/telefon;;;;Rognevegen 2;6854;KAUPANGER;SOGNDAL;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2023-03-30;Selge varer og tjenester innen taksering og konsulentverksemd.;AS (e-post lovlig)
10;eiendom;SKUI TAKST;933367363;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;471 71 074;;Gydas gate 11;3732;SKIEN;SKIEN;;68.320 Eiendomsforvaltning på oppdrag;2024-04-25;Taksering av eiendommer, konsulenttjenester i forbindelse med eiendom, samt investeringsvirksomhet.;eiendom i formål
10;eiendom;SMAALENENE TAKST AS;924756373;AS;e-post/telefon;;;;Mørkfossveien 133;1860;TRØGSTAD;INDRE ØSTFOLD;0;68.320 Eiendomsforvaltning på oppdrag;2020-03-13;Takseringsvirksomhet.;AS (e-post lovlig)
10;eiendom;STEINAR EDSETH TAKST & BYGGSERVICE INNGÅR I DØDSBO;983047742;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Hellenvegen 10;2040;KLØFTA;ULLENSAKER;;43.320 Snekkerarbeid;2001-03-10;Snekker. Tømrer. Takksering. Konsulent virksomhet innen bygg og anlegg. Formidling av bygg og anlegg virksomhet.;eiendom i formål
10;eiendom;STEINAR JONASSEN TAKST;937784570;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Eventyrveien 13;6511;KRISTIANSUND N;KRISTIANSUND;;68.320 Eiendomsforvaltning på oppdrag;2026-06-08;Eiendomstakst.;eiendom i formål
10;eiendom;STOKKA TAKST;971059206;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Porsholen 69;4314;SANDNES;SANDNES;;68.320 Eiendomsforvaltning på oppdrag;1995-02-20;Taksering og utarbeidelse av tilstandsrapporter, montering av kjøkken, bad og garderobe, oppføring av bygninger.;eiendom i formål
10;eiendom;STOKKE TAKSERING AS;985559317;AS;e-post/telefon;;33 33 63 20;;Stokke Ravei 395;3160;STOKKE;SANDEFJORD;0;68.320 Eiendomsforvaltning på oppdrag;2003-04-07;Takseringsvirksomhet.;AS (e-post lovlig)
10;eiendom;STRAND TAKST & BYGGESAK;924565527;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Bakkan 17;9357;TENNEVOLL;LAVANGEN;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2020-03-03;Taksering og konsulenttjenester innen bygg og utvikling.;eiendom i formål
10;eiendom;STRAND TAKST & INGENIØRSERVICE;935945364;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;99198695;;Kverntangen 26;3077;SANDE I VESTFOLD;HOLMESTRAND;;68.320 Eiendomsforvaltning på oppdrag;2025-08-14;Taksering av eiendom. Ingeniørtjenester.;eiendom i formål
10;eiendom;SVANE HANSEN TAKST OG EIENDOM;936636020;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Olaf Helsets vei 6;0694;OSLO;OSLO;;71.121 Byggeteknisk konsulentvirksomhet;2025-12-16;Byggeteknisk konsulentvirksomhet. Taksering av eiendom.;eiendom i formål
10;eiendom;SVEIN ARNE NESJE TAKSTMANN MNTF;981220552;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;71 24 06 51;;Sørnesjevegen 8;6456;SKÅLA;MOLDE;;71.121 Byggeteknisk konsulentvirksomhet;1999-11-06;Verditaksering av landbrukseiendommer.;eiendom i formål
10;eiendom;SØKNADSPROSEDYRER-TAKSTMANN OLAV ØYEN;933522350;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Heddalsvegen 41;3674;NOTODDEN;NOTODDEN;;71.121 Byggeteknisk konsulentvirksomhet;2024-05-29;Byggekontroll, søknadsprossedyrer, takst, skjønn, tjenester innenfor byggmesterfaget. Aksjehandel.;eiendom i formål
10;eiendom;TAKSERIA AS;934898591;AS;e-post/telefon;;;;Nybovegen 6;2870;DOKKA;NORDRE LAND;0;71.121 Byggeteknisk konsulentvirksomhet;2025-01-22;Ingeniørtjenester.;AS (e-post lovlig)
10;eiendom;TAKSERING PRIVATE HOLDING AS;928110478;AS;e-post/telefon;;;;Bjerkelundsveien 86A;1357;BEKKESTUA;BÆRUM;;00.000 Uoppgitt;2021-11-11;Holdingselskap.;AS (e-post lovlig)
10;eiendom;TAKSERINGSKONTORET OTTA AS;911704080;AS;e-post/telefon;;900 13 519;;Johan Nygårds gate 3;2670;OTTA;SEL;0;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2013-03-14;Taksering og tjenster innen mur- og flisearbeid.;AS (e-post lovlig)
10;eiendom;TAKST & TILSTAND ASBJØRN HAUGDAL;920834310;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;;;Gjerstadveien 1556;4980;GJERSTAD;GJERSTAD;;74.990 All annen faglig, vitenskapelig og teknisk virksomhet ikke nevnt annet sted;2018-05-08;Taksering og bygningstjenester.;eiendom i formål
10;eiendom;TAKST & VINDU SPESIALISTEN AS;933240991;AS;e-post/telefon;;;;Smalvollveien 6;0667;OSLO;OSLO;15;41.000 Oppføring av bygninger;2024-04-04;Tømrer, oppføring og vedlikehold av bygninger.;AS (e-post lovlig)
10;eiendom;TAKST 1 AS;991140786;AS;e-post/telefon;;90131806;;Tonstadgrenda 106;7091;TILLER;TRONDHEIM;0;68.320 Eiendomsforvaltning på oppdrag;2007-05-02;Salg av taksteringstjenester og andre tjenester og varer som naturlig faller sammen med dette, herunder delta i andre selskaper med lignende virksomhet.;AS (e-post lovlig)
10;eiendom;TAKST G 15 TØMRERMESTER THORVALD C WAHL;981263375;ENK;telefon/LinkedIn (ENK — ikke uanmodet e-post);;22 49 68 05;;Heyerdahls vei 9C;0777;OSLO;OSLO;;71.121 Byggeteknisk konsulentvirksomhet;1999-11-20;Takseringsvirksomhet i henhold til lover og regler i Norges Takseringsforbund. Tømrermester. Byggkonsulent, byggadministrasjon, prosjektansvarlig.;eiendom i formål
10;eiendom;TAKST INGENIORER DA;982047110;DA;e-post/telefon;firmapost@navn.no;95 06 59 09;navn.no;Skogveien 61B;1368;STABEKK;BÆRUM;;73.110 Reklamebyråvirksomhet;2000-06-20;Å lage internettsider med informasjon om taksering av domenenavn og selge annonseplass på sine internett sider til kommersielle aktører i markedet.;e-post i registeret + hjemmeside
